,Algorithm,Number of MTAs,Runtime,Result
1456,Backtracking,15,4.823446273803711,0
1457,Remembering No Goods,15,7.76219367980957,0
1458,Backtracking,15,5.7506561279296875,0
1459,Remembering No Goods,15,0.0,0
1460,Backtracking,15,15.765905380249023,0
1461,Remembering No Goods,15,15.744924545288086,0
1462,Backtracking,15,19.262313842773438,0
1463,Remembering No Goods,15,39.33358192443848,0
1464,Backtracking,15,0.0,0
1465,Remembering No Goods,15,18.950462341308594,0
1466,Backtracking,15,0.0,0
1467,Remembering No Goods,15,16.210556030273438,0
1468,Backtracking,15,0.0,0
1469,Remembering No Goods,15,0.0,0
1470,Backtracking,15,16.004085540771484,0
1471,Remembering No Goods,15,0.0,0
1472,Backtracking,15,7.755041122436523,0
1473,Remembering No Goods,15,11.766910552978516,0
1474,Backtracking,15,0.0,0
1475,Remembering No Goods,15,0.0,0
1476,Backtracking,15,8.011102676391602,0
1477,Remembering No Goods,15,15.77448844909668,0
1478,Backtracking,15,8.020401000976562,0
1479,Remembering No Goods,15,0.0,0
1480,Backtracking,15,4.006147384643555,0
1481,Remembering No Goods,15,4.008054733276367,0
1482,Backtracking,15,7.226228713989258,0
1483,Remembering No Goods,15,10.020256042480469,0
1484,Backtracking,15,0.0,0
1485,Remembering No Goods,15,15.995264053344727,0
1486,Backtracking,15,0.0,1
1487,Remembering No Goods,15,16.10541343688965,1
1488,Backtracking,15,0.0,0
1489,Remembering No Goods,15,2.37274169921875,0
1490,Backtracking,15,5.753517150878906,0
1491,Remembering No Goods,15,4.008293151855469,0
1492,Backtracking,15,0.0,1
1493,Remembering No Goods,15,16.01862907409668,1
1494,Backtracking,15,15.808343887329102,0
1495,Remembering No Goods,15,19.67024803161621,0
1496,Backtracking,15,0.0,0
1497,Remembering No Goods,15,10.034322738647461,0
1498,Backtracking,15,13.841629028320312,0
1499,Remembering No Goods,15,0.0,0
